gammaM,gammaMEU,gammaMW,gammaMUK,logGammaM,logGammaMUK,logGammaMEU,logGammaMW
0.000166445240930401,0.00122428527741683,0.00122428527741683,0.864937988359055,-9.36729169309366,-0.00942778797595727,-12.1054883303401,-12.1054883303401
0.000411223416263125,0.00244776940028049,0.00244776940028049,0.811891329232187,-8.12664878797716,-0.0200277637497247,-10.6038658088025,-10.6038658088025
1.38482988658195e-05,0.00819748358731012,0.00819748358731012,0.670630111347072,-11.1881975039577,-0.0799871516170834,-7.86422753330217,-7.86422753330217
0.00389467337809473,0.000634020834717734,0.000634020834717734,0.901817001951659,-5.96277303280484,-0.00468826500797782,-13.5003177954299,-13.5003177954299
0.000663002063468991,0.00430305767948209,0.00430305767948209,0.754821447968775,-7.16720428698985,-0.0377024159361315,-9.34747252308186,-9.34747252308186
0.00167600402637245,0.00799009583352245,0.00799009583352245,0.674411039415857,-6.62208316064182,-0.0775735763039041,-7.92430698670777,-7.92430698670777
0.000281728148936511,0.00474952736617276,0.00474952736617276,0.743330850148747,-7.89714968550882,-0.0422098168045351,-9.12386143127017,-9.12386143127017
0.00113440637260406,0.00795708679190518,0.00795708679190518,0.675018329552528,-6.81079878403316,-0.0771910285477343,-7.93400418202961,-7.93400418202961
0.00228203950694315,0.00620610933985001,0.00620610933985001,0.70970898321981,-5.84332766747726,-0.0575456321272735,-8.5116466366029,-8.5116466366029
1.16691482853705e-07,0.0115419344947211,0.0115419344947211,0.616434155493716,-15.3538707880761,-0.121254136344172,-7.05264276747927,-7.05264276747927
0.096343448102799,0.00144548928962858,0.00144548928962858,0.85370359369396,-2.13517444462132,-0.0112724797248258,-11.7490042074584,-11.7490042074584
0.000393056531665598,0.0105001480909477,0.0105001480909477,0.632119671296265,-7.20262563028491,-0.107934610521566,-7.27877271426519,-7.27877271426519
0,0,0,0,0,0,0,0
0.000265430420479264,0,0,1,-5.96409322086573,0,0,0
0.000205313589767361,0,0,1,-7.36193874661851,0,0,0
9.31525458927819e-05,3.08673879386379e-05,3.08673879386379e-05,0.977900098812413,-7.82818286800791,-0.00274475859276262,-14.5700852490576,-14.5700852490576
7.93710465895794e-05,0.00164457013512151,0.00164457013512151,0.844365080824975,-8.59884340802283,-0.162680828423289,-6.48530802281355,-6.48530802281355
0.000318057063401033,0.00227911811033561,0.00227911811033561,0.818156032126157,-6.91028399848383,-0.228796534622585,-5.83574085910894,-5.83574085910894
8.14470014576807e-05,0.00187645790828346,0.00187645790828346,0.834233426061631,-8.03889461866601,-0.186730930938015,-6.22140095520003,-6.22140095520003
0.00147808888685805,0.00114024884292662,0.00114024884292662,0.869490711864097,-5.40110344806981,-0.110975416379743,-7.22471301570934,-7.22471301570934
0.00365833873338168,0.00150567534281165,0.00150567534281165,0.850810570772552,-4.02372412366516,-0.14835041598887,-6.66266171075415,-6.66266171075415
0.00242154628427389,0.00058431658293206,0.00058431658293206,0.905646701502925,-4.88380016300512,-0.055368251340028,-8.58770684076426,-8.58770684076426
0.000897756334076174,0.00191422965305616,0.00191422965305616,0.832649277496477,-5.31029871920758,-0.190661701568493,-6.18167153411323,-6.18167153411323
0.00181920506674237,0.00154492372946072,0.00154492372946072,0.848957623721171,-4.95811788137463,-0.152393642662832,-6.61087844016738,-6.61087844016738
0.0063240472367854,0,0,1,-3.47200111022492,0,0,0
0.000673866269336491,0.00321803138356826,0.00321803138356826,0.785961345408929,-5.35986259008023,-0.327869982656686,-5.16456094517865,-5.16456094517865
0.00326432378002484,0.000255141137259353,0.000255141137259353,0.937128012587564,-4.03915321166292,-0.0235515118144526,-10.2814834517329,-10.2814834517329
0.0206936706633168,0.0021071988178838,0.0021071988178838,0.824811854097414,-1.88898667427825,-0.210794698380638,-5.99080166559845,-5.99080166559845
5.61231843013452e-05,0,0,1,-9.73527632920628,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
