m,mUK,mEU,mW,gammaM,gammaMUK,gammaMEU,gammaMW
0.000538325298813822,0.961955787654232,0.0190221061728839,0.0190221061728839,0.00167600402637245,0.674411039415857,0.00799009583352245,0.00799009583352245
0.000152651224845341,0.979116241660759,0.0104418791696206,0.0104418791696206,0.000281728148936511,0.743330850148747,0.00474952736617276,0.00474952736617276
0.000450492595818835,0.962139802266316,0.0189300988668419,0.0189300988668419,0.00113440637260406,0.675018329552528,0.00795708679190518,0.00795708679190518
0.00128961858257467,0.971637179753385,0.0141814101233076,0.0141814101233076,0.00228203950694315,0.70970898321981,0.00620610933985001,0.00620610933985001
1.24228017219512e-07,0.941174168138674,0.0294129159306629,0.0294129159306629,1.16691482853705e-07,0.616434155493716,0.0115419344947211,0.0115419344947211
0.0611172832794805,0.994379613938222,0.00281019303088924,0.00281019303088924,0.096343448102799,0.85370359369396,0.00144548928962858,0.00144548928962858
0.000328030372789239,0.947463083053829,0.0262684584730857,0.0262684584730857,0.000393056531665598,0.632119671296265,0.0105001480909477,0.0105001480909477
0,0,0,0,0,0,0,0
0.000942800962504494,1,0,0,0.000265430420479264,1,0,0
0.000304495282872448,1,0,0,0.000205313589767361,1,0,0
0.000152599219940392,0.998628561985437,0.000685719007281281,0.000685719007281281,9.31525458927819e-05,0.977900098812413,3.08673879386379e-05,3.08673879386379e-05
7.42923639194632e-05,0.921879817032838,0.0390600914835811,0.0390600914835811,7.93710465895794e-05,0.844365080824975,0.00164457013512151,0.00164457013512151
0.000401912604812616,0.89190266945952,0.0540486652702399,0.0540486652702399,0.000318057063401033,0.818156032126157,0.00227911811033561,0.00227911811033561
0.000123279297153184,0.91086055138057,0.044569724309715,0.044569724309715,8.14470014576807e-05,0.834233426061631,0.00187645790828346,0.00187645790828346
0.00195636183855644,0.946023651942075,0.0269881740289625,0.0269881740289625,0.00147808888685805,0.869490711864097,0.00114024884292662,0.00114024884292662
0.00725136380248319,0.928508997389597,0.0357455013052017,0.0357455013052017,0.00365833873338168,0.850810570772552,0.00150567534281165,0.00150567534281165
0.00306176253118217,0.972695567841003,0.0136522160794983,0.0136522160794983,0.00242154628427389,0.905646701502925,0.00058431658293206,0.00058431658293206
0.00202840836799781,0.909072117485201,0.0454639412573993,0.0454639412573993,0.000897756334076174,0.832649277496477,0.00191422965305616,0.00191422965305616
0.00287274283525503,0.926633807310249,0.0366830963448753,0.0366830963448753,0.00181920506674237,0.848957623721171,0.00154492372946072,0.00154492372946072
0.0138138686131387,1,0,0,0.0063240472367854,1,0,0
0.002719957800237,0.848797199265113,0.0756014003674434,0.0756014003674434,0.000673866269336491,0.785961345408929,0.00321803138356826,0.00321803138356826
0.00910492911500862,0.988293306951431,0.00585334652428463,0.00585334652428463,0.00326432378002484,0.937128012587564,0.000255141137259353,0.000255141137259353
0.0666190039267384,0.899966850431268,0.050016574784366,0.050016574784366,0.0206936706633168,0.824811854097414,0.0021071988178838,0.0021071988178838
5.08207551964222e-05,1,0,0,5.61231843013452e-05,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
